size of cbf,60000,80000,100000
2.44,0.076642,0.024566,0.007803
3.66,0.016588,0.006713,0.001046
4.88,0.006386,0.002223,0.000261
6.1,0.003335,0.000479,0.000000
7.32,0.001700,0.000109,0.000000
8.54,0.000654,0.000348,0.000000
