response_time
1.055021
0.993631
1.046473
1.049121
1.041182
0.973223
1.070376
1.048669
1.050387
1.068725
1.045463
1.058792
1.110663
1.154094
1.058131
1.057282
1.074016
1.082583
1.110708
1.118999
1.079001
1.200704
1.088371
1.039834
1.094710
1.043711
1.028402
0.981873
1.029510
1.153955
1.010715
0.995378
