response_time
1.055759
0.957559
1.128564
1.000247
0.991778
1.000362
1.032013
1.034886
1.130823
0.990049
1.069680
1.071242
1.005305
1.063349
1.053946
0.959273
1.093427
1.147666
0.955288
0.995480
1.051483
1.023139
1.201165
1.077203
1.069765
1.034121
1.083761
1.043555
0.991322
1.015171
1.144705
1.077236
