response_time
1.116394
1.035310
1.018878
1.010674
1.178497
1.124311
1.048448
1.107158
1.103938
1.042135
0.986889
1.012851
0.874232
1.099164
1.063479
1.129149
1.063726
0.969995
1.016202
0.983781
0.997711
1.027782
1.043847
1.037805
1.023935
1.002618
0.986331
1.102482
1.168000
1.121331
1.039514
1.015048
